,psnr_mean,psnr_std,ssim_mean,ssim_std
y_005,28.3438212214923,3.3569836409265634,0.8533618324554147,0.07995850568782499
y_010,27.893720822649453,3.344691004319582,0.8361693926655285,0.08679691643445925
y_050,26.619224061813,3.2057649038724323,0.7757991695498878,0.10381294466090854
y_100,25.860562193390884,3.0167679233857867,0.7303925004698204,0.10861460373156881
